投诉编号,投诉品牌,投诉车系,投诉车型,问题简述,典型问题,典型问题2,典型问题4,典型问题6,典型问题8,典型问题10,投诉时间,投诉状态
486889,长安标致雪铁龙DS,DS6,2014款 1.6T 豪华版THP160,长安标致雪铁龙DS6发动机烧机油反复拖延,发动机,烧机油,,服务态度,服务态度,故意拖延,2020/6/22,信息审核
486877,上汽集团,名爵HS,无,上汽名爵HS经销商出售问题车不退还订金,,服务收费,,销售欺诈,服务收费,定（订）金纠纷,2020/6/22,处理反馈
486876,吉利汽车,博越,2020款 1.8TD DCT 智领PRO,吉利博越挡位灯与宣传不符厂家不回复,,服务态度,,销售欺诈,服务态度,厂家不回复,2020/6/22,处理反馈
486875,上汽集团,荣威RX5 MAX,2019款 300TGI 自动 4G互联豪华版,上汽荣威RX5 MAX系统信息与实际不符,,销售欺诈,,销售欺诈,销售欺诈,出售问题车,2020/6/22,处理反馈
486873,一汽奔腾,奔腾B50,2016款 1.6L 手动 豪华型,一汽奔腾B50空调系统故障厂家未回复,车身附件及电器,空调问题,,服务态度,服务态度,厂家不回复,2020/6/22,信息审核
486872,奥迪（进口）,奥迪Q7,2019款 55 TFSI S line运动型,奥迪Q7两前车窗升降失灵影响正常使用,车身附件及电器,车窗升降故障,,,,,2020/6/22,信息审核
486871,广汽乘用车,传祺GS7,2017款 320T 两驱 豪华智联型,广汽传祺GS7发动机冷却液减少要求解决,发动机,冷却系统故障,,,,,2020/6/22,处理反馈
486869,江铃福特,领界,2019款 EcoBoost 145 CVT 尊领型 国VI,江铃福特领界发动机异响希望尽快处理,发动机,异响,,,,,2020/6/22,处理反馈
486868,长安马自达,马自达3 昂克赛拉,2016款 1.5L 自动 豪华型 三厢,长安马自达昂克赛拉中控台屏幕右上角脱胶,车身附件及电器,部件开裂,,,,,2020/6/22,处理反馈
486866,长安汽车,长安CS55,2017款 1.5T 手动 炫动型,长安CS55轮毂氧化脱皮存在质量问题,车身附件及电器,轮毂问题,,,,,2020/6/22,处理反馈
486863,上汽大众,途观L,2018款 330TSI 自动 两驱 豪华版,上汽大众途观L天窗堵塞漏水气囊故障灯亮,车身附件及电器,气囊故障,车身附件及电器,天窗漏水,,,2020/6/22,信息审核
486861,上汽集团,名爵6,2017款 20T 手动 豪华智联版 国V,上汽名爵6事故维修售后承诺给予补偿未兑现,,人员技术,,承诺不兑现,人员技术,修出新问题,2020/6/22,用户评分
486860,吉利汽车,星越,2019款 350T 暗夜骑士限量版,吉利星越车机系统升级后死机卡顿严重,车身附件及电器,车载互联故障,,服务流程不完善,服务流程不完善,系统升级问题,2020/6/22,处理反馈
486859,一汽-大众,迈腾,2019款 330TSI DSG 豪华型 国VI,一汽大众迈腾车漆多处腐蚀4S店拒绝处理,车身附件及电器,漆面起泡开裂,,服务态度,服务态度,否认质量问题,2020/6/22,用户评分
486855,吉利汽车,远景,2020款 1.5L 手动 亚运版,吉利远景倒车影像花屏4S店不回复,车身附件及电器,影音系统故障,,,,,2020/6/22,处理反馈
486852,上汽大众,途安,2011款 1.4TSI DSG 智雅版 5座,上汽大众途安变速箱顿挫厂家否认质量问题,变速器,顿挫,,服务态度,服务态度,否认质量问题,2020/6/22,用户评分
486851,奇瑞汽车,艾瑞泽7,2015款 1.6L CVT 致享版,奇瑞艾瑞泽7加速时空调压缩机异响,车身附件及电器,空调问题,,,,,2020/6/22,处理反馈
486847,吉利汽车,星越,2019款 350T 驭星者,吉利星越车机黑屏死机宣传与实车搭载不符,车身附件及电器,车载互联故障,,销售欺诈,销售欺诈,与宣传不符,2020/6/22,处理反馈
486845,一汽红旗,红旗H5,2019款 30TD 智联韵动版,一汽红旗H5手机端更新后 无法与车机互联,车身附件及电器,车载互联故障,,服务流程不完善,服务流程不完善,系统升级问题,2020/6/22,信息审核
486844,一汽丰田,RAV4荣放,2020款 2.5L CVT 四驱 精英版 双擎,一汽丰田RAV4荣放机油增多要求处理,发动机,机油增多,,,,,2020/6/22,信息审核
486842,英菲尼迪（进口）,英菲尼迪Q50,2014款 2.0T 舒适版,英菲尼迪Q50发动机灯亮 启停系统故障,发动机,故障灯亮,车身附件及电器,发动机启停系统故障,,,2020/6/22,信息审核
486838,一汽丰田,卡罗拉,2011款 1.8 CVT GL-i,一汽丰田卡罗拉掉毂掉漆氧化希望处理,车身附件及电器,轮毂问题,,,,,2020/6/22,信息审核
486830,吉利汽车,星越,2019款 350T 驭星者,吉利星越出现死机现象系统版本不符,车身附件及电器,车载互联故障,,销售欺诈,销售欺诈,与宣传不符,2020/6/22,处理反馈
486825,一汽丰田,奕泽IZOA,2018款 2.0L 奕驰版 国VI,一汽丰田奕泽IZOA副驾侧异响4S店未解决,车身附件及电器,车内异响,车身附件及电器,中控台异响,人员技术,查不出原因,2020/6/22,信息审核
486824,吉利汽车,博越,2020款 1.8TD DCT 智慧PRO,吉利博越后防撞梁材料存在不同程度缩水,,销售欺诈,,其他,销售欺诈,与宣传不符,2020/6/22,用户评分
486820,广汽本田,凌派,2015款 1.8 自动 豪华版,广汽本田凌派变速箱渗油4S店不予索赔,变速器,漏油,,服务态度,服务态度,不予索赔,2020/6/22,处理反馈
486817,一汽-大众,高尔夫,2017款 1.6L 自动 舒适百万辆纪念版,一汽大众高尔夫主驾侧车门接触开关损坏,车身附件及电器,传感器故障,,,,,2020/6/22,处理反馈
486812,吉利汽车,缤越,2019款 260T DCT 骑士 国VI,吉利缤越车辆停放后出现多处故障无法行驶,车身附件及电器,车身模块故障,,,,,2020/6/22,用户评分
486810,长安马自达,马自达3 昂克赛拉,2017款 1.5L 自动 尊贵型 三厢 国V,长安马自达昂克赛拉高速共振 后视镜打不开,车身附件及电器,车身共振,车身附件及电器,后视镜故障,,,2020/6/22,处理反馈
486809,广汽本田,飞度,2014款 1.5L CVT SE时尚型,广汽本田飞度发动机启动异响 变速箱顿挫,发动机,异响,变速器,顿挫,,,2020/6/22,处理反馈
486807,北京现代,领动,2018款 1.4T 双离合 炫动·活力型,北京现代领动起步时变速器异响顿挫明显,变速器,异响,变速器,顿挫,,,2020/6/21,用户评分
486805,东风标致,标致308,2013款 1.6L 自动 优尚型,东风标致308变速箱顿挫 故障灯亮 无法提速,变速器,顿挫,变速器,故障灯亮,,,2020/6/21,用户评分
486802,北京奔驰,奔驰C级,2019款 C 260 运动版,北京奔驰C级4S店服务态度差 维修技术差,,服务态度,,人员技术,服务态度,态度蛮横,2020/6/21,信息审核
486800,东风标致,标致408,2015款 1.2T 自动 豪华版,东风标致408固特异轮胎开裂鼓包,轮胎,开裂,,,,,2020/6/21,用户评分
486799,东风本田,本田XR-V,2017款 1.8L EXi CVT 舒适版,东风本田XR-V发动机挂挡后抖动 刹车异响,发动机,抖动,制动系统,异响,,,2020/6/21,处理反馈
486798,一汽-大众,探岳,2019款 330TSI 两驱 豪华型 国Ⅵ,一汽大众探岳变速箱降挡是异响严重,变速器,异响,,,,,2020/6/21,处理反馈
486795,奇瑞新能源,瑞虎3xe,2018款 480 畅行版,奇瑞瑞虎3xe电池电量消耗速度过快,车身附件及电器,动力电池故障,,,,,2020/6/21,厂家受理
486793,吉利汽车,吉利GX7,2014款 1.8L 手动 超值版,吉利GX7转向系统漏油 4S店服务态度差,转向系统,漏油,,配件争议,配件争议,未按时到货,2020/6/21,用户评分
486792,一汽-大众,迈腾,2015款 1.8TSI 豪华型,一汽大众迈腾变速箱机电控制单元损坏,变速器,滑阀箱故障,,,,,2020/6/21,处理反馈
486782,吉利汽车,星越,2019款 350T 驭星者,吉利星越车机死机车机系统与宣传不符,车身附件及电器,车载互联故障,,销售欺诈,销售欺诈,与宣传不符,2020/6/21,处理反馈
486779,东风悦达起亚,焕驰,2019款 1.4L 手动 智享版Value 国VI,东风悦达起亚焕驰变速箱顿挫 怠速转速高,发动机,怠速不稳,变速器,顿挫,,,2020/6/21,处理反馈
486778,一汽-大众,迈腾,2015款 1.8TSI 豪华型,一汽大众迈腾车内存在刺鼻的异味,车身附件及电器,车内异味,,,,,2020/6/21,用户评分
486772,吉利汽车,博越,2020款 1.8TD DCT 智尊PRO,吉利博越行驶过程中转向和底盘出现异响,转向系统,异响,前后桥及悬挂系统,底盘异响,,,2020/6/21,用户评分
486770,一汽大众,捷达VS5,2019款 280TSI 自动 荣耀型,捷达VS5发动机抖动故障灯亮发动机舱漏水,发动机,抖动,发动机,故障灯亮,,,2020/6/21,用户评分
486768,吉利汽车,星越,2019款 350T 暗夜骑士限量版,吉利星越车机死机系统版本与宣传不符,车身附件及电器,车载互联故障,,销售欺诈,销售欺诈,与宣传不符,2020/6/21,用户评分
486766,吉利汽车,星越,2019款 350T 驭星者,吉利星越车机版本升级后依然卡顿,,服务流程不完善,,,服务流程不完善,系统升级问题,2020/6/21,处理反馈
486760,东风悦达起亚,起亚K3,2016款 1.6L 自动 GLS,东风悦达起亚K3前挡风玻璃开裂 变速箱脱挡,变速器,脱挡,车身附件及电器,玻璃开裂,,,2020/6/21,处理反馈
486758,长城汽车,哈弗H8,2015款 2.0T 两驱 标准型 5座,哈弗H8天窗排水管堵塞电器控制模块浸水失灵,车身附件及电器,天窗漏水,,,,,2020/6/21,处理反馈
486757,北京现代,名图,2017款 1.6T 自动 智能型 GLS,北京现代名图天窗异响 转向异响,转向系统,异响,车身附件及电器,天窗异响,,,2020/6/21,处理反馈
486756,东风标致,标致3008,2016款 2.0L 自动 潮流版,东风标致3008米其林轮胎出现开裂的现象,轮胎,开裂,,,,,2020/6/21,处理反馈
486751,上汽集团,名爵ZS,2020款 260TGI 自动 Trophy Plus L2+,上汽名爵ZS发动机异响 方向盘按键故障,发动机,异响,车身附件及电器,影音系统故障,,,2020/6/21,用户评分
486738,上汽大众,朗逸,2017款 1.6L 手动 舒适版,上汽大众朗逸副驾驶门锁不住刹车异响,制动系统,异响,车身附件及电器,中控锁故障,,,2020/6/21,处理反馈
486737,广汽本田,飞度,2014款 1.5L 手动 LX舒适型,广汽本田飞度冷车启动时发动机异响严重,发动机,异响,,,,,2020/6/21,处理反馈
486730,吉利汽车,星越,2019款 改款 350T 耀星者,吉利星越车机更新后呼叫启动没反应,,服务流程不完善,,,服务流程不完善,系统升级问题,2020/6/21,用户评分
486729,上汽通用五菱,五菱宏光,2014款 1.5L 标准型,上汽通用五菱宏光发动机报警怠速高,发动机,故障灯亮,发动机,噪音大,,,2020/6/21,处理反馈
486728,吉利汽车,星越,2019款 350T 耀星者,吉利星越车机升级后依然卡顿要求处理,,服务流程不完善,,,服务流程不完善,系统升级问题,2020/6/21,处理反馈
486727,吉利汽车,帝豪,2017款 1.5L CVT 豪华型 三厢 百万款,吉利帝豪起步时变速箱顿挫要求处理,变速器,顿挫,,,,,2020/6/21,处理反馈
486721,奇瑞新能源,奇瑞eQ1,2017款 智享版,奇瑞eQ1动力电池故障导致报警希望处理,车身附件及电器,动力电池故障,,,,,2020/6/21,厂家受理
486717,长安汽车,锐程CC,2020款 1.5T 自动 潮锐型,长安锐程CC无法升挡影响正常使用,变速器,无法换挡,,,,,2020/6/21,处理反馈
486716,上汽斯柯达,速派,2013款 1.4T DSG 绅仕版,斯柯达速派起步时变速箱故障无法行驶,变速器,滑阀箱故障,,,,,2020/6/21,处理反馈
486707,吉利汽车,博越,2020款 1.8TD DCT 智慧PRO,吉利博越宣传与实车不符无挡位灯,,销售欺诈,,,销售欺诈,与宣传不符,2020/6/21,处理反馈
486706,上汽大众,桑塔纳,2017款 1.6L 手动 风尚型 Cross,上汽大众桑塔纳韩泰轮胎开裂半轴球笼漏油,轮胎,开裂,前后桥及悬挂系统,底盘异响,,,2020/6/21,信息审核
486704,东风本田,本田CR-V,2015款 2.4L 两驱 豪华版,东风本田CR-V发动机熄火希望厂家处理,发动机,熄火,,人员技术,人员技术,多次返修,2020/6/21,处理反馈
486700,众泰汽车,众泰E200,2018款 Pro,众泰E200行驶过程中失去动力存在安全隐患,发动机,电驱动控制器故障,,服务态度,服务态度,不解决问题,2020/6/21,信息审核
486699,一汽-大众,探岳,2019款 330TSI 两驱 尊贵型 国V,一汽大众探岳大灯亮度严重不足影响安全,车身附件及电器,车灯不亮,,,,,2020/6/21,用户评分
486698,奇瑞汽车,瑞虎5x,2019款 HERO 1.5T DCT 高能版,奇瑞瑞虎5x车机系统反应慢断线希望厂家解决,车身附件及电器,导航问题,车身附件及电器,车载互联故障,,,2020/6/21,处理反馈
486696,吉利汽车,星越,2019款 300T 耀星者,吉利星越车机系统死机系统与宣传不符,车身附件及电器,车载互联故障,,销售欺诈,销售欺诈,与宣传不符,2020/6/21,处理反馈
486694,吉利汽车,远景X6,2016款 1.3T CVT 豪华型,吉利远景X6发动机冷车启动困难转速低,发动机,无法启动,发动机,怠速不稳,,,2020/6/21,处理反馈
486691,一汽-大众奥迪,奥迪A4L,2019款 40 TFSI 时尚型 国VI,一汽大众奥迪A4L空调风口吹自然风有异味,车身附件及电器,空调异味,,服务态度,服务态度,不解决问题,2020/6/21,信息审核
486690,上汽大众,途观L,2018款 330TSI 自动 两驱 舒适版,上汽大众途观L车辆无法启动要求厂家处理,变速器,漏油,制动系统,ABS故障,服务态度,不解决问题,2020/6/21,信息审核
486687,广汽本田,雅阁,2016款 2.0L CVT  舒适版,广汽本田雅阁转向机异响厂家否认质量问题,转向系统,异响,,服务态度,服务态度,否认质量问题,2020/6/21,用户评分
486684,比亚迪,比亚迪e5,2018款 450 智联 畅享型,比亚迪e5动力电池故障4S店服务态度恶劣,车身附件及电器,动力电池故障,,服务态度,服务态度,不解决问题,2020/6/21,处理反馈
486683,东风本田,杰德,2016款 1.8L 自动 舒适精英版 5座,东风本田杰德左前升降器故障4S店拒赔,车身附件及电器,门窗异响,车身附件及电器,车窗升降故障,服务态度,不予索赔,2020/6/21,处理反馈
486682,东风乘用车,风神AX7,2016款 2.0L 自动 智悦型,东风风神AX7车身生锈腐蚀希望厂家处理,车身附件及电器,车身生锈,,服务态度,服务态度,不予索赔,2020/6/21,处理反馈
486678,吉利汽车,嘉际,2019款 1.5TD MHEV DCT 尊享型,吉利嘉际流光氛围灯虚假宣传与实车不符,,销售欺诈,,,销售欺诈,与宣传不符,2020/6/21,处理反馈
486675,上汽大通,上汽MAXUS G10,2021款 2.0T 手动 精英版 柴油 7座,上汽大通G10后备箱门把手断裂厂家拒赔,车身附件及电器,车门把手故障,,服务态度,服务态度,不予索赔,2020/6/21,处理反馈
486665,一汽大众,捷达VS5,2019款 280TSI 自动 悦享型,一汽大众捷达VS5导水槽漏水导致涡轮生锈,车身附件及电器,车身漏水,,,,,2020/6/21,处理反馈
486664,吉利新能源,星越新能源,2019款 改款 400T 耀星者 纯电动续航56KM,吉利星越新能源车机死机要求更换硬件,车身附件及电器,车载互联故障,,销售欺诈,销售欺诈,与宣传不符,2020/6/21,处理反馈
486662,吉利汽车,博越,2020款 1.8TD 手动 两驱 智雅型,吉利博越4S店发票价格与收款金额不符,,服务收费,,,服务收费,价格不透明,2020/6/21,用户评分
486661,一汽大众,捷达VS5,2019款 280TSI 自动 悦享型,一汽大众捷达VS5低速行驶中右前轮异响,前后桥及悬挂系统,车轮异响,,,,,2020/6/21,处理反馈
486655,吉利汽车,星越,2019款 300T 耀星者,吉利星越车机系统出现死机现象希望尽快处理,车身附件及电器,车载互联故障,,销售欺诈,销售欺诈,与宣传不符,2020/6/21,处理反馈
486654,上汽通用五菱,五菱荣光V,2015款 1.5L 基本型,上汽通用五菱荣光车身底盘生锈腐烂变速箱异响,变速器,异响,车身附件及电器,车身生锈,,,2020/6/21,处理反馈
486653,东风风行,景逸X3,2016款 1.5L 豪华型,东风风行景逸X3行驶中右后下摆臂断裂,前后桥及悬挂系统,下摆臂故障,车身附件及电器,部件开裂,,,2020/6/21,处理反馈
486652,吉利汽车,星越,2019款 改款 350T 耀星者,吉利星越车机系统升级后卡顿未解决,,服务流程不完善,,,服务流程不完善,系统升级问题,2020/6/21,处理反馈
486650,吉利汽车,星越,2019款 350T 耀星者,吉利星越车机系统黑屏版本与宣传不符,车身附件及电器,车载互联故障,,销售欺诈,销售欺诈,与宣传不符,2020/6/21,处理反馈
486648,吉利汽车,博越,2020款 1.8TD DCT 智领PRO,吉利博越雾灯以及挡位灯与宣传不符,,其他,,,,,2020/6/21,用户评分
486643,吉利汽车,博越,2020款 1.8TD DCT 智领PRO,吉利博越实车配置与宣传不符要求解决,,销售欺诈,,,销售欺诈,与宣传不符,2020/6/21,处理反馈
486642,长城汽车,长城C30,2016款 1.5L AMT 豪华型,长城C30变速箱挂挡异响车身生锈,发动机,异响,车身附件及电器,车身生锈,,,2020/6/21,处理反馈
